index,AcX,AcY,AcZ,tmp,GyX,GyY,GyZ,C,R,G,B,PPM
83,1384,-644,16416,-3104,-400,-6,-218,11784,141,239,201,965
84,1516,-580,16220,-3120,-405,-4,-217,11767,141,239,201,965
85,1440,-512,16380,-3136,-395,-23,-209,11739,141,239,201,965
86,1380,-700,16312,-3120,-399,27,-222,11750,141,239,201,965
87,1500,-596,16332,-3120,-393,-4,-222,11739,141,239,201,965
88,1252,-612,16268,-3120,-386,6,-242,11743,141,239,201,965
89,1372,-588,16316,-3120,-405,14,-221,11711,141,239,201,965
90,1416,-640,16204,-3136,-389,-4,-209,11716,141,239,201,965
91,1408,-708,16336,-3120,-404,3,-194,11706,141,239,201,965
92,1384,-640,16364,-3136,-363,-5,-210,11705,140,239,201,965
93,1464,-664,16376,-3120,-398,11,-217,11682,140,239,201,965
94,-15089,3,768,-3120,-398,11,-217,11682,140,239,201,965
95,1436,-616,16324,-3120,-405,6,-213,11699,141,239,201,965
96,1464,-632,16400,-3136,-399,11,-224,11664,140,239,201,965
97,1404,-564,16376,-3120,-400,20,-216,11665,140,239,201,965
98,1412,-652,16232,-3152,-398,-20,-227,11687,141,239,201,965
99,1396,-640,16164,-3136,-402,21,-212,11685,141,239,201,965
100,1404,-724,16320,-3136,-379,25,-209,11699,141,239,201,965
101,1380,-644,16356,-3136,-401,1,-204,11671,141,239,201,965
